epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.023014821112155914,6.012740612030029,0.005,0.03541667014360428,4.600651264190674
1,0.05012651905417442,5.624993801116943,0.004524187,0.0468750037252903,4.516509056091309
2,0.060971200466156006,5.473952293395996,0.004093654,0.06562500447034836,4.500588893890381
3,0.07085190713405609,5.362796783447266,0.003704091,0.04791666939854622,4.495428085327148
4,0.07952765375375748,5.288154602050781,0.0033516001,0.07187500596046448,4.4066362380981445
5,0.08434750884771347,5.228976726531982,0.0030326534,0.06562500447034836,4.369967460632324
6,0.08976984769105911,5.173459053039551,0.0027440581,0.07083334028720856,4.3656158447265625
7,0.09928906708955765,5.117011070251465,0.0024829265,0.07395833730697632,4.409050941467285
8,0.09977105259895325,5.090328216552734,0.0022466448,0.07708333432674408,4.368119239807129
9,0.10410892963409424,5.061622619628906,0.0020328483,0.0729166716337204,4.338442325592041
10,0.10892878472805023,5.024447917938232,0.0018393972,0.08020833879709244,4.364078044891357
11,0.11374863982200623,5.000999450683594,0.0016643554,0.08541667461395264,4.3408308029174805
12,0.11796601861715317,4.972692489624023,0.0015059711,0.0729166716337204,4.343873977661133
13,0.11941197514533997,4.970553398132324,0.0013626589,0.0885416716337204,4.354445934295654
14,0.11712254583835602,4.950160026550293,0.0012329848,0.07916667312383652,4.305177211761475
15,0.12109892815351486,4.914167881011963,0.0011156508,0.08958333730697632,4.309759140014648
16,0.12591877579689026,4.923287868499756,0.0010094825,0.0833333358168602,4.336636543273926
17,0.12784673273563385,4.89813756942749,0.0009134176,0.08958333730697632,4.304423809051514
18,0.1301361620426178,4.883392333984375,0.0008264944,0.08958333730697632,4.289179801940918
19,0.12881070375442505,4.883273124694824,0.0007478431,0.09270834177732468,4.298585891723633
20,0.13001565635204315,4.866242408752441,0.0006766764,0.09270834177732468,4.3237624168396
21,0.1327870786190033,4.866236686706543,0.00061228214,0.09583333879709244,4.303637981414795
22,0.1289311945438385,4.876065731048584,0.0005540158,0.08958333730697632,4.28192663192749
23,0.13724544644355774,4.855600833892822,0.0005012942,0.0833333358168602,4.286701679229736
24,0.13363055884838104,4.8496270179748535,0.00045358978,0.08645834028720856,4.292858123779297
25,0.1349560171365738,4.844954490661621,0.00041042498,0.0937500074505806,4.304269790649414
26,0.1351970136165619,4.839778423309326,0.0003713679,0.08750000596046448,4.324775218963623
27,0.1342330425977707,4.821237564086914,0.00033602756,0.0833333358168602,4.32770299911499
28,0.131582111120224,4.818443298339844,0.0003040503,0.09062500298023224,4.286459922790527
29,0.13845041394233704,4.8327202796936035,0.0002751161,0.07708333432674408,4.296476364135742
30,0.1351970136165619,4.816620349884033,0.00024893534,0.09270834177732468,4.285749435424805
31,0.1339920461177826,4.816337585449219,0.00022524601,0.0833333358168602,4.326169967651367
32,0.1395348757505417,4.814258098602295,0.00020381103,0.10000000894069672,4.292317867279053
33,0.1344740241765976,4.808767795562744,0.00018441584,0.08645834028720856,4.322725296020508
34,0.135919988155365,4.814225196838379,0.00016686635,0.08958333730697632,4.269556999206543
35,0.14037835597991943,4.807039737701416,0.00015098692,0.08437500149011612,4.293969631195068
36,0.14363175630569458,4.807525634765625,0.00013661862,0.07500000298023224,4.287473201751709
37,0.135919988155365,4.8099589347839355,0.00012361763,0.08958333730697632,4.299509525299072
38,0.1344740241765976,4.804957866668701,0.00011185386,0.0781250074505806,4.303628444671631
39,0.13845041394233704,4.811800003051758,0.00010120956,0.0937500074505806,4.27822732925415
40,0.14013735949993134,4.800039291381836,9.157819e-05,0.09270834177732468,4.281734466552734
41,0.1356789916753769,4.804721355438232,8.286338e-05,0.08750000596046448,4.312901973724365
42,0.14061935245990753,4.812866687774658,7.4977885e-05,0.0729166716337204,4.311994552612305
43,0.13507650792598724,4.802816390991211,6.78428e-05,0.0937500074505806,4.297762393951416
44,0.14302927255630493,4.785332679748535,6.13867e-05,0.10729166865348816,4.271989345550537
45,0.14218580722808838,4.8059611320495605,5.5544984e-05,0.08645834028720856,4.302828311920166
46,0.14543920755386353,4.791215419769287,5.025918e-05,0.08958333730697632,4.2999491691589355
47,0.13652247190475464,4.816997528076172,4.5476387e-05,0.09166666865348816,4.282723903656006
48,0.13905289769172668,4.801058292388916,4.1148734e-05,0.10000000894069672,4.265439510345459
49,0.14266778528690338,4.808419227600098,3.7232916e-05,0.08437500149011612,4.265971660614014
